,repo,user,pr_title,pr_body,commits
184,SmartThingsCommunity/SmartThingsPublic,PKacprowiczS,[ICP-14025] Z-Wave Radiator Thermostat - added energysaveheat as supported value,@greens @SmartThingsCommunity/srpol-pe-team ,1
185,SmartThingsCommunity/SmartThingsPublic,Teebonne,Create fibaro-motion-sensor-zw5.groovy,"Added from SmartThingsPublic/devicetypes/fibargroup/fibaro-motion-sensor-zw5.src/fibaro-motion-sensor-zw5.groovy. This DTH adds capabilities for seismograph mode (parameter 24), which reports seismic activity in the Modified Mercalli Scale.",1
186,SmartThingsCommunity/SmartThingsPublic,sky-nie,Update zwave-dimmer-switch-generic.groovy,remove my device fingerprint,1
187,SmartThingsCommunity/SmartThingsPublic,sky-nie,Update zwave-dimmer-switch-generic.groovy,remove my device fingerprint,1
188,SmartThingsCommunity/SmartThingsPublic,sky-nie,Some Changed for my DHT,"I hava changed some in courrent DHTs, and add some new DHTs.",34
189,SmartThingsCommunity/SmartThingsPublic,Teebonne,Update aeon-multisensor-6.groovy,Added the fingerprint for the EU version,1
190,SmartThingsCommunity/SmartThingsPublic,Teebonne,Create aeon-multisensor-6-advanced.groovy,Added from LINK,1
191,SmartThingsCommunity/SmartThingsPublic,Teebonne,Create aeotec-door-window-sensor-7.groovy,"Add device type handler for Aeotec Door/Window Sensor 7, with capabilities for tamper sensor and tilt sensor.",1
192,SmartThingsCommunity/SmartThingsPublic,Aeotec-ccheng,Aeotec Doorbell Siren 6 sound/volume configuration fix,Fixes issue where Sound/Volume cannot be configured if paired with No Security (S2_FAILED or No Security level),1
193,SmartThingsCommunity/SmartThingsPublic,greens,ICP-14065 Notification Gets resulting in false positives,"FireAngel users reported getting periodic false positives from notification gets sent in response to wakeups. I believe this is due to some gray areas in the Z-Wave spec, but notification gets are not the same as gets for other command classes.",1
194,SmartThingsCommunity/SmartThingsPublic,KKlimczukS,"ICP-13724, ICP-14062 - Somfy remotes / Fix for configuration, handling button events from all endpoints","ICP-13724, ICP-14062

- Fix for configuration (Somfy remotes: Situo 1 and Situo 4),
- handling button events from all endpoints (Situo 4), 
- code refactoring.

@greens @tpmanley 
Please, could You take a look at the code ?

cc: @SmartThingsCommunity/srpol-pe-team ",3
195,SmartThingsCommunity/SmartThingsPublic,JeremeLau,commit yooksmart,user57818220_2 before merge for Smartthings,1
196,SmartThingsCommunity/SmartThingsPublic,Jackie-Kilby,Delete ThirdReality Water Leak Sensor ‘Switch' func. for consumer confusion.,"Our customer said the Switch OnOff func. has some conflicts with his products. Thus we will manage the 'Switch' func. locally on firmware.
@tpmanley @greens 
I have verified the new device handler.
Please help us to merge the code. Thanks.",2
197,SmartThingsCommunity/SmartThingsPublic,KKlimczukS,ICP-14035 - changes fingerprint/model to 'Sonesse 30 WF Roller',"ICP-14035 - changes fingerprint/model to 'Sonesse 30 WF Roller'
@greens @SmartThingsCommunity/srpol-pe-team 
Please, could You take a look at the code ?
",1
198,SmartThingsCommunity/SmartThingsPublic,KKlimczukS,"ICP-14033 - removes fingerprint: Enbrighten, in-Wall Smart Dimmer With Energy Monitoring 43082","ICP-14033 - removes fingerprint: Enbrighten, in-Wall Smart Dimmer With Energy Monitoring 43082
(This device is currently handled by the new DTH ->  ZigBee Metering Dimmer).
@greens @SmartThingsCommunity/srpol-pe-team ",1
199,SmartThingsCommunity/SmartThingsPublic,RaihaPark,"WWST-5862, added FP for the SAMSUMG LED",Add a fingerprint for SAMSUNG LED in line 42 by LED marketing department request. They need it for marketing promotion.,2
200,twbs/bootstrap,GeoSot,Dropwdown.js tweaks,"Closes #35199


* [ ] needs a test for reverse markup",7
201,twbs/bootstrap,TyMick,"docs: Move `gap` utility API from ""Flex"" to ""Spacing""","The `gap` utility is described on the [Spacing page][1] but is not actually mentioned on the [Flex page][2] (apart from the [API section][3]).

[1]: LINK
[2]: LINK
[3]: LINK",1
202,twbs/bootstrap,TyMick,docs: Add responsive variations for `align-content-between`,I just noticed that those accidentally got left out.,1
203,twbs/bootstrap,GeoSot,"Popover/Tooltip.js: Achieve vertical alignment on arrow, of tip elements","closes #35453

Regression of #32692",2
204,twbs/bootstrap,WinterSilence,"Optimize `fixed-*`, `.sticky*-top` classes",This solution based on [Mozilla manual](LINK,5
205,twbs/bootstrap,florianlacreuse,Add sticky bottom utility,Fixes #35503.,1
206,twbs/bootstrap,GeoSot,Popover.js: Accept empty content through `data-bs-content`,closes #35371,3
207,twbs/bootstrap,TobyKurniawan,Decoupled z-index states for focus and active buttons,"Fixes the inconsistent focus/active state bug in #34106
",2
208,twbs/bootstrap,XhmikosR,Scrollspy: minor refactoring,"* reorder variables
* join lines
* use `filter(Boolean)` since it's clearer
* use `for...of`",2
209,twbs/bootstrap,XhmikosR,Tab: minor refactoring,"* remove unneeded parentheses
* move variable",2
210,twbs/bootstrap,XhmikosR,util/index.js: minor refactoring,"* rename variables
* remove an unused variable
* be more explicit
* reuse variable",2
211,twbs/bootstrap,XhmikosR,Use a ternary in more places,Non-whitespace diff: LINK,1
212,twbs/bootstrap,XhmikosR,Fix tests fixture type,Previously we were adding an Array instead of a String,3
213,twbs/bootstrap,GeoSot,Dropdown: fix toggle focus after dropdown is hidden using the `ESC` button," regression of #34458


closes #35496",4
214,twbs/bootstrap,XhmikosR,Update devDependencies,"* clean-css-cli   ^5.4.2  →   ^5.5.0
* hugo-bin       ^0.77.4  →  ^0.78.0",1
215,twbs/bootstrap,codecalm,docs: add Tabler Icons to list of icon packs,"I've added link to Tabler Icons (LINK - set of over 1400 free MIT-licensed SVG icons 

Tabler Icons has over 10k stars in Github: LINK ",2
216,twbs/bootstrap,pabloleone,Add badge JavaScript plugin,allow badges to be dismissable,7
217,twbs/bootstrap,ffoodd,Rely on `border-width` for `<hr>` size,"Fixes #34292 and fixes #34374.

A few tries confirmed me that relying on `border-width` as in v4 doesn't imply any side effect, even when using the (deprecated) `size` attribute.

I don't see any reason to stick with `height` then, so ditching this to make our new `hr` closer to v4.

Contrary to what we said in #34574, we can keep the opacity feature this way. With my current proposal, customizing `hr` could be done using `.text-*` for color and `.border-*` for sizing. I'd stick to `currentColor` for color since it allows inheritance: relying on `border-color` would require us to define a value (as it was done in v4) but I think it's more valuable to inherit from text color, isn't it?


NB: the current migration guide mentions v5.2.0, which is not accurate, is it? Do we maintain a minor versions' migration guide anywhere?",3
218,twbs/bootstrap,XhmikosR,v4-dev backports and updates,On hold until we are done with Stylelint.,7
219,twbs/bootstrap,XhmikosR,JS tests: only test one Node.js version,"This shouldn't affect our package consumers, so we could just test one Node.js version.",4
220,twbs/bootstrap,WinterSilence,Empty badge,Added variable to change visible of empty badge.,2
221,twbs/bootstrap,ffoodd,[WIP]: using fallback values insteead of explicit declarations,"Only a POC to check if using fallback values instead of explicit custom properties declarations could save bytes.

The rationale to switch to fallback values or not is the number of occurrences: (`, ` + value) × n occurrences should be longer than the whole explicit declaration. I did not count it for now but that should IMHO be the decision tree.

The only exception would be `font-size`s since RFS could behave differently depending on the value. Using its output as a fallback isn't safe.

Let's check Bundlewatch, now :D",1
222,twbs/bootstrap,dependabot[bot],Bump cspell from 5.13.1 to 5.13.2,"Bumps [cspell](LINK from 5.13.1 to 5.13.2.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""LINK releases</a>.</em></p>
<blockquote>
<h2>v5.13.2</h2>
<h2>Changes</h2>
<!-- raw HTML omitted -->
<h3>fix: jest/expect-expect warning (<a href=""LINK
<p>Inlined the code since it couldn't understand the double redirection</p>
<hr />
<!-- raw HTML omitted -->
<!-- raw HTML omitted -->
<h3>chore: add setup-node caching to remaining jobs (<a href=""LINK
<p>It was already setup for some of the jobs, this extends it to the rest</p>
<hr />
<!-- raw HTML omitted -->
<!-- raw HTML omitted -->
<h3>fix: Update TypeScript extensions (<a href=""LINK
<hr />
<!-- raw HTML omitted -->
<h2>Fixes</h2>
<!-- raw HTML omitted -->
<h3>fix: make cspell aware of PureScript and Dhall (<a href=""LINK
<ul>
<li><a href=""LINK Dhall configuration language</a></li>
<li><a href=""LINK
</ul>
<!-- raw HTML omitted -->
<hr />
<!-- raw HTML omitted -->
<h2>Maintenance</h2>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""LINK changelog</a>.</em></p>
<blockquote>
<h2><a href=""LINK (2021-12-07)</h2>
<h3>Bug Fixes</h3>
<ul>
<li>jest/expect-expect warning (<a href=""LINK (<a href=""LINK
<li>make cspell aware of PureScript and Dhall (<a href=""LINK (<a href=""LINK
<li>Update TypeScript extensions (<a href=""LINK (<a href=""LINK
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""LINK v5.13.2</li>
<li><a href=""LINK ci: Workflow Bot -- Update ALL Dependencies (<a href=""LINK
<li><a href=""LINK ci: Remove eslint-plugin-promise (<a href=""LINK
<li><a href=""LINK ci: Update eslint (<a href=""LINK
<li><a href=""LINK build(deps-dev): bump webpack from 5.64.4 to 5.65.0 (<a href=""LINK
<li><a href=""LINK ci: always use the same version of npm. (<a href=""LINK
<li><a href=""LINK fix: make cspell aware of PureScript and Dhall (<a href=""LINK
<li><a href=""LINK ci: Workflow Bot -- Update ALL Dependencies (<a href=""LINK
<li><a href=""LINK ci: Workflow Bot -- Update ALL Dependencies (<a href=""LINK
<li><a href=""LINK fix: jest/expect-expect warning (<a href=""LINK
<li>Additional commits viewable in <a href=""LINK view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](LINK

You can trigger a rebase of this PR by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",1
223,twbs/bootstrap,alexandergitter,Fix variable name in form overview docs,"These variables are called $input-btn-*, the documentation was erroneously talking about $btn-input-*.",3
224,twbs/bootstrap,AndyJiang99,Add in border-radius for btn-group,Fixes the border-radius for btn-group #34598 ,5
225,twbs/bootstrap,alexandergitter,Fix typo in `$purples`,"I noticed what seems to be a typo in `scss/_variables.scss`, where `""purple-100""` in the `$purples` map is assigned `$purple-200` and vice versa.",2
226,twbs/bootstrap,mdo,Utility mixin additions,"Builds on #34702 to also fix #33861. Key changes from original PR:

- Rearrange some source files
- Document the new `utl()` mixin, the motivation, and examples

Todo:

- [x] Remove test changes from `bootstrap.scss`
- [x] Iron out details around media queries and document it
- [x] Rename from `utl()` to `util()`?
- [ ] Add docs for extending utilities via API and then using those new utils via mixin

/cc @donquixote",3
227,twbs/bootstrap,FluffyPorkBuns,Made menubar with nested dropdowns keyboard accessible based on W3's menubar design pattern,"Made it so a menubar with nested dropdowns will be keyboard accessible according to W3's menubar design pattern: LINK

- Top-level dropdowns can be navigated through with the left and right arrows or tab keys.
- Top-level dropdowns are opened with spacebar, down arrow, or enter key. First item in dropdown is selected automatically.
- Dropdowns can be navigated with up and down arrows or tab key and selection wraps from beginning to end / end to beginning.
- Sub-dropdowns can be opened with right arrow, spacebar, or enter key. First item in sub-dropdown is selected automatically.
- Dropdowns and sub-dropdowns can be closed with the left arrow or escape key. Only the currently open dropdown or sub-dropdown will close (will not bubble up to all parents and close everything). The item that opened that dropdown is selected automatically.
- Dropdown and sub-dropdown links can be opened with spacebar or enter key and closes entire menubar.
- Only one dropdown can be open at a time in a menubar.
- Fixed a bug where the spacebar didn't open dropdown items (dropdown.js line 39).

I'm guessing my changes may not fit the existing code gracefully (this was created for a specific menubar for a project and I'm not that familiar with this codebase) but I'm interested in hearing what others think about adding these accessibility features to the existing dropdown code.",7
228,twbs/bootstrap,ArthurShlain,Bulk color assignment for links,"Added `--bs-link-color` and `--bs-link-hover-color` CSS variables.

**Examples**

Basic example
```html
<div class=""link-success"">
  <a href=""#"">Success link</a>
  <a href=""#"">Success link</a>
</div>
```
![image](LINK

Nested `link-*` theme-color classes
```html
<div class=""link-success"">
  <a href=""#"">Success link</a>
  <a href=""#"">Success link</a>
  <div class=""link-info"">
     <a href=""#"">Info link</a>
     <a href=""#"">Info link</a>
       <div class=""link-warning"">
         <a href=""#"">Warning link</a>
         <a href=""#"">Warning link</a>
         <a href=""#"" class=""link-danger"">Danger link</a>
      </div>
  </div>
</div>
```
![image](LINK


Bootstrap website footer example
```html
<footer class=""py-5 mt-5 bg-light link-secondary"">
<!-- ... -->
</footer>
```

![image](LINK
",11
229,twbs/bootstrap,GeoSot,Tooltip: remove title attribute before show & add tests,Broken in #34519,3
230,twbs/bootstrap,louismaximepiton,Tests: Minor fixes,Fixing some minor issues in specs.,1
231,twbs/bootstrap,XhmikosR,CI: add `workflow_dispatch`,"This should allow us to to trigger the workflow on demand, see LINK",2
232,twbs/bootstrap,XhmikosR,README.md: wrap file contents in a `details` element,"Not sure we want this, I just had this hanging around for a long time.

I guess if we merge it, we could backport it.",3
233,twbs/bootstrap,XhmikosR,package.json: add GitHub Sponsors and reorder properties,"We should also finish with LINK otherwise this PR might be moot.

/CC @mdo",1
234,twbs/bootstrap,ethanclevenger91,Update edge-to-edge design instructions,Add note about margins to prevent overflow.,2
235,twbs/bootstrap,mdo,Add some migration guide notes for v5.2.0,For after we merge the CSS vars PRs for v5.2.0.,1
236,twbs/bootstrap,mdo,Cleanup CSS var creation with Sass mixins and functions,"This PR cleans up the CSS variable creation, replacing most (all?) of them with Sass mixins and functions. The idea is to reduce the repetition of `--#{$variable-prefix}` and make generating `:root`-level variables much easier. This is still a little WIP while I confirm everything is still functional.

Todos and questions:

- [ ] Is there a better way to handle RFS with the `root-var()` mixin and loop generation.
- [ ] Review other instances and confirm I've covered all bases
- [ ] Review output",1
237,twbs/bootstrap,GeoSot,Fix popover arrow & tooltip template after the `setContent` addition,"* [x] needs tests

Closes #35433, closes #35432",7
238,twbs/bootstrap,GeoSot,Tooltip: remove leftover method,Remove a leftover after #32692,2
239,twbs/bootstrap,XhmikosR,tests: increase Jasmine's `timeoutInterval` to 10s,This might fix the timeout failures we've been getting on Mobile Safari.,2
240,twbs/bootstrap,XhmikosR,Update stylelint and stylelint-config-twbs-bootstrap,"~~@twbs/css-review I created an alpha release: LINK

~~Opening this to discuss any further rule changes since this will be a major version bump. We should revisit the newly added disables: `LINK",1
241,twbs/bootstrap,ffoodd,Breadcrumb docs: drop confusing currentColor and add new callout,"Closes #35240 

Resource link might be moved to the Sass page, maybe? Could be more accurate and would lighten the callout here. Let me know what you think :)",3
242,twbs/bootstrap,mdo,Convert border utilities to CSS variables,"- Updates the utilities mixin to check for specific CSS variable names via `css-variable`
- Bonus fix: we now prevent local variables for `0` value utilities (e.g., `.border-top-0` no longer sets `--bs-border-opacity: 1`
- Adds new `.border-opacity-*` classes
- Adds new root variables: `--bs-border-color`, `--bs-border-style`, `--bs-border-width`
- Documents the new variable changes

Todo:
- [x] Clean up language and comments in the diff",2
243,twbs/bootstrap,patrickhlauke,"Update links to CCA, MQ5 prefers-reduced-motion, evergreen WCAG urls, more resources",Manual backport of LINK,1
244,twbs/bootstrap,XhmikosR,Update devDependencies,"* @popperjs/core  ^2.10.2  →  ^2.11.0
* cspell          ^5.13.0  →  ^5.13.1
* postcss         ^8.3.11  →   ^8.4.4
* sass            ^1.43.4  →  ^1.43.5",1
245,twbs/bootstrap,Wagnerxyz,Typo fixes,Unknown css class 'slide',1
246,twbs/bootstrap,MysticZA,Fix variable name in Sass customizing section,Correct table lightening variable to match the variable name defined and described in the loop variable section above,2
247,twbs/bootstrap,mdo,Convert spinners to CSS variables,"- [ ] Evaluate whether to keep the new selectors or duplicate the variables
- [ ] Figure out how to variablize the animations",1
248,twbs/bootstrap,nkdas91,Bring back webkit calendar picker indicator for datalists,Fixes #35386 for the time being.,2
249,twbs/bootstrap,mdo,Convert pagination component to CSS variables,"This PR represents a potential shift in how we're using CSS variables for our components. In previous cases like #34600, I've been creating new CSS variables for each state-property pairing (e.g., `--bs-btn-color`, `--bs-btn-hover-color`, and `--bs-btn-active-color`). This matches our Sass-based customization of variables for almost every property and state, but it does create bloat in the component base class.

In contrast, this PR only sets the essential variables on the base class and uses CSS variable reassignment as needed to modify those properties for each state with their Sass variables. For example, `--bs-pagination-color` is set on `.pagination` and then overridden on `.page-link:hover` using the same `--bs-pagination-color` variable with a new value.

I think this approach makes more sense and can steer us toward more CSS variable re-use (e.g., `--bs-pagination-bg: var(--bs-body-bg)`), steering us away from too much Sass variable re-use that led to complicated customization issues.

/cc @twbs/css-review

---

- [ ] Revert to all CSS vars on base class
- [ ] Update documentation
",1
250,twbs/bootstrap,julien-deramond,Remove extra spaces between navbar brand image and text,"While working with navbars, I've spotted something that I think is not here on purpose.

Indeed, this is the line break in the source code that adds a space between the image and the text.

<img width=""543"" alt=""Capture d’écran 2021-11-25 à 16 12 19"" src=""LINK

If we remove this line break, the string doesn't have anymore those extra spaces and becomes right next to the image:
<img width=""588"" alt=""Capture d’écran 2021-11-25 à 16 12 44"" src=""LINK

This PR is a proposal to align all the content of the `<a>` and to handle the spacing with a `.me-1` ([see it in action here](LINK

Another technique would be to do something like that whose I'm not a big fan of:

```html
<a class=""navbar-brand"" href=""#"">
  <img src=""/docs/{{< param docs_version >}}/assets/brand/bootstrap-logo.svg"" alt="""" width=""30"" height=""24"" class=""d-inline-block align-text-top me-1""><!--
  -->Bootstrap<!--
--></a>
```

Feel free to close this PR if you find it irrelevant or if it is something not very useful to change.

",1
251,twbs/bootstrap,smares,Prevent scrolling when closing modals,Prevent scrolling when re-focusing the modal-triggering element once the modal was hidden. Closes #35391.,1
252,twbs/bootstrap,GeoSot,Scrollbar: remove margin/padding properties properly,fixes #35349,4
253,twbs/bootstrap,julien-deramond,Add missing scss/maps imports,"Maybe I'm wrong in my imports, but after the merge of LINK some `bootstrap/scss/maps` imports seem to be missing and to create errors:

``` 
Error: Undefined variable.
    ╷
358 │       values: $negative-spacers
    │               ^^^^^^^^^^^^^^^^^
    ╵
  bootstrap/scss/_utilities.scss 358:15  @import
  scss/custom.scss 36:9                  root stylesheet
```

or

```
Error: Undefined variable.
   ╷
20 │   @each $color, $value in $theme-colors-rgb {
   │                           ^^^^^^^^^^^^^^^^^
   ╵
  bootstrap/scss/_root.scss 20:27  @import
  scss/custom.scss 35:9            root stylesheet
```",2
254,twbs/bootstrap,XhmikosR,Update devDependencies,"* @babel/preset-env  ^7.16.0  →  ^7.16.4
* cspell             ^5.12.6  →  ^5.13.0
* hugo-bin           ^0.77.2  →  ^0.77.4
* karma               ^6.3.8  →   ^6.3.9",1
255,twbs/bootstrap,nkdas91,Make footer examples responsive to mobile screens,Fixes #35360 ,3
256,twbs/bootstrap,nguyentuansi,Fix typo.,It seems more comfortable if we move the Description 1 line down.,1
257,twbs/bootstrap,nguyentuansi,Fix typo.,I changed the first character in the description to be the same as the below line. Hope this can be more clear for everyone.,2
258,twbs/bootstrap,XhmikosR,Update devDependencies,"* eslint-plugin-import  ^2.25.2  →  ^2.25.3
* linkinator            ^2.14.5  →  ^2.16.2
* nodemon               ^2.0.14  →  ^2.0.15
* rollup                ^2.59.0  →  ^2.60.0",1
259,twbs/bootstrap,Viktor-VERA2020,feat: Pushing body content with offcanvas #34093,"If div of class ""slide-container"" is put in a div of class ""offcanvas-slide"" together with a div of class ""offcanvas"" and one of ""offcanvas-start"", ""offcanvas-end"", ""offcanvas-top"", ""offcanvas-bottom"". Then the div of class slide-container will move in the same direction as the offcanvas.

-Structure
<div class=""slide-container"">
  <div class=""offcanvas offcanvas-start""></div>
  <div class=""offcanvas-slide""></div>
</div>",9
260,twbs/bootstrap,tniessen,Fix typo in vertical alignment of table cells,`aligned to the the top` → `aligned to the top`.,1
261,twbs/bootstrap,julien-deramond,Fix spacing utility classes mentioned in navbar supported content documentation,"This PR proposes to fix spacing utility classes mentioned  in the [Navbar > Supported content description](LINK

Preview: LINK",2
262,twbs/bootstrap,scottaohara,floating-labels: remove `aria-label` in the `select` example,"removes the `aria-label` on the floating label `select` example.  

While it is understood that this is just an example, the visible text (label) of ""Works with selects"" and the `aria-label=""Floating label select example""` created a [WCAG 2.5.3 Label in name](LINK failure.  

As the `aria-label` isn't necessary here since this `select` is already provided an accessible name by its `label` element, removing the unnecessary `aria-label` seems the best course of action as:
* removing it solves the WCAG issue 
* it removes the potential implication to developers that they'd even _need_ an `aria-label` here, let alone indirectly suggesting that it's ok for the visible text and accessible name to be out of alignment",2
263,twbs/bootstrap,travisrisner,Correctly implement RFS in `:root` CSS variable for `$body-font-size`,For #35251 ,5
264,twbs/bootstrap,XhmikosR,Update devDependencies,"* cspell    ^5.12.4  →  ^5.12.5
* hugo-bin  ^0.76.1  →  ^0.77.0
* rtlcss     ^3.4.0  →   ^3.5.0",1
265,twbs/bootstrap,mdo,Update import stacks required for modifying utilities,"Fixes #34708.

Forgot to include `mixins` and `utilities/api` in the API docs.",1
266,twbs/bootstrap,dependabot[bot],Bump cspell from 5.12.4 to 5.12.5,"Bumps [cspell](LINK from 5.12.4 to 5.12.5.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""LINK releases</a>.</em></p>
<blockquote>
<h2>v5.12.5</h2>
<h2>Changes</h2>
<h2>Fixes</h2>
<!-- raw HTML omitted -->
<h3>fix: Add trace options (<a href=""LINK
<ul>
<li><code>--allow-compound-words</code></li>
<li><code>--no-ignore-case</code></li>
<li><code>--language-id</code> - for consistency</li>
</ul>
<hr />
<!-- raw HTML omitted -->
<!-- raw HTML omitted -->
<h3>fix: Fix reading dictionary test to use <code>path</code> (<a href=""LINK
<hr />
<!-- raw HTML omitted -->
<!-- raw HTML omitted -->
<h3>fix: Make sure flaggedWords are always checked. (<a href=""LINK
<p>Fix: <a href=""LINK
<hr />
<!-- raw HTML omitted -->
<!-- raw HTML omitted -->
<h3>fix: prevent suggesting word break characters (<a href=""LINK
<p>Discourage inserting <code>-</code> into words when making suggestions.</p>
<hr />
<!-- raw HTML omitted -->
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""LINK changelog</a>.</em></p>
<blockquote>
<h2><a href=""LINK (2021-11-02)</h2>
<h3>Bug Fixes</h3>
<ul>
<li>Add trace options (<a href=""LINK (<a href=""LINK
<li>Fix reading dictionary test to use <code>path</code> (<a href=""LINK (<a href=""LINK
<li>Make sure flaggedWords are always checked. (<a href=""LINK (<a href=""LINK closes <a href=""LINK
<li>prevent suggesting word break characters (<a href=""LINK (<a href=""LINK
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""LINK v5.12.5</li>
<li><a href=""LINK fix: Add trace options (<a href=""LINK
<li><a href=""LINK fix: Fix reading dictionary test to use <code>path</code> (<a href=""LINK
<li><a href=""LINK fix: Make sure flaggedWords are always checked. (<a href=""LINK
<li><a href=""LINK ci: Workflow Bot -- Update ALL Dependencies (<a href=""LINK
<li><a href=""LINK fix: prevent suggesting word break characters (<a href=""LINK
<li><a href=""LINK ci: Workflow Bot -- Update ALL Dependencies (<a href=""LINK
<li>See full diff in <a href=""LINK view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](LINK

You can trigger a rebase of this PR by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",1
267,twbs/bootstrap,coliff,"README.md remove broken ""David DM"" dependency badges","these links have been broken for a little while, not sure if it'll come back online.

Maybe replace with a different active service?
LINK",2
268,twbs/bootstrap,coliff,update grid example docs,Fixes: #35303,1
269,twbs/bootstrap,ilhanyumer,Code highlighting,Looks better,1
270,twbs/bootstrap,pouwerkerk,Add unindent function to scss-docs shortcode,"Snippets in [Utilities documentation sections](LINK have extra indentation, since they extract nested code from `scss/_utilities.scss`. 

This PR adds a [named shortcode parameter](LINK (`unindent`) to the scss-docs template, which takes an integer to unindent the code by a maximum number of spaces. In all current over-indented examples, it's 4 extra spaces.

| Before | After |
| ------ | ----- |
| <img width=""805"" alt=""Screen Shot 2021-10-28 at 06 23 21 PM"" src=""LINK | <img width=""805"" alt=""Screen Shot 2021-10-28 at 06 22 54 PM"" src=""LINK |

Fixes #34854.",2
271,twbs/bootstrap,tpg-gulshan,Fix `btn-light`'s active state color,Fixes #35258,2
272,twbs/bootstrap,fabienwnklr,Fix border radius btn-group end with .dropdown,Fix [#35280](LINK,1
273,twbs/bootstrap,Raystar87,Update js.yml,"npm install bootstrap@next
",1
274,twbs/bootstrap,ebraminio,Set isolate for unicode-bidi in code tags,"```
bidi-override should almost never be used for any modern
html page as it actually flips and make illegible any
RTL text contained in LTR context and vice versa. This
switches it with isolate which likely was the intention
and improves the tags to work actually work in mixed
direction pages.
```

Spotted the issue while reading LINK

<img width=""656"" alt=""image"" src=""LINK

The highlighted text is flipped and illegible, bidi-override shouldn't be used here at all as it has flipped the text contained in code tags making it completely unreadable. It should've been like this instead which is actually readable text:

<img width=""810"" alt=""image"" src=""LINK

See also similar issues got fixed by removing bidi-override,
* My patch in WebKit's WebInspector, LINK for this file LINK
* LINK

This should be back ported also to every release branches with bidi-override use, LINK CC from the change: @ffoodd @XhmikosR
",1
275,twbs/bootstrap,XhmikosR,Release v4.6.1,"- [x] Update and merge #35271
- [x] Redo the dist commit
- [x] Update the docs PR
- [x] **Review the dist changes**",2
276,twbs/bootstrap,XhmikosR,Update devDependencies,"* eslint   ^8.0.1  →   ^8.1.0
* karma    ^6.3.5  →   ^6.3.6
* rollup  ^2.58.0  →  ^2.58.3",1
277,twbs/bootstrap,XhmikosR,Update devDependencies,"* @babel/cli                ^7.15.7  →  ^7.16.0
* @babel/core               ^7.15.8  →  ^7.16.0
* @babel/preset-env         ^7.15.8  →  ^7.16.0
* autoprefixer              ^10.3.7  →  ^10.4.0
* cspell                    ^5.12.3  →  ^5.12.4
* eslint                     ^8.0.1  →   ^8.1.0
* karma                      ^6.3.5  →   ^6.3.7
* karma-firefox-launcher     ^2.1.1  →   ^2.1.2
* rollup                    ^2.58.0  →  ^2.59.0
* sass                      ^1.43.2  →  ^1.43.4
",1
