,repo,user,pr_title,pr_body,commits
100,chrislgarry/Apollo-11,SMPearly,Typo,"""Clokjob"", is changed to ""Clockjob"".",1
101,chrislgarry/Apollo-11,arda-guler,Proof Comanche055\P40-P47 #236 (pg: 0716-0736),"- Fixed indentation in program description comments
- Fixed punctuation
- Fixed wrong number of empty lines
- Fixed spaces and typos

This PR is the third and last part of proof-reading Comanche055 P40-P47.

@wopian In line 2300 (line 2330 before my edits), there seems to be a single line of code that doesn't appear in the scans. I couldn't really figure out what that's about by checking the file history on Github, so I left it there for now since it might be important.

`SBANK=	PINSUPER	# Added by RSB 2009`",1
102,chrislgarry/Apollo-11,arda-guler,Proof Comanche055\P40-P47 #236 (pg: 0700-0715),"- Fixed spaces, empty lines and punctuation
- Removed non-existent comment on line 948.",1
103,chrislgarry/Apollo-11,arda-guler,Proof Comanche055\P40-P47 #236 (pg: 0684-0699),"- Fixed typos and spaces in comments.
- Added one missing comment at line 300.
- Fixed one character typo in code on line 344. (I think someone read number 8 as a 6)
- There is something weird at line 624 - a portion of the comment was not in the scan but appears in the file on Github. My change makes it match the scan exactly, but it appears that the comment might be ""cut off"" (?)",2
104,chrislgarry/Apollo-11,arda-guler,Minor fixes to Turkish readme,"- Wording change in favor of the commonly used term for ""command module"".
The word ""komuta"" (not ""yönetim"") is used to refer to the CM.

- Change word mistakenly translated as ""program"" into ""programming"".
Margeret H. Hamilton, Colossus _**Programming**_ Leader

- Stay true(-er) to the original explanation in first paragraph.
Be clearer on what's considered an issue - a difference between the original scans and the repository.
",1
105,chrislgarry/Apollo-11,DinoSaulo,Correções de ortografia,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
106,chrislgarry/Apollo-11,taismassaro,Proof CONIC_SUBROUTINES (pages 1190-1204) #571,"Part 3 of 3 of CONIC_SUBROUTINES, proofed pages 1175-1189.

PR for part 1: #844
PR for part 2: #845 

Closes #571 
",6
107,chrislgarry/Apollo-11,taismassaro,Proof CONIC_SUBROUTINES (pages 1175-1189) #571,"Part 2 of 3 of CONIC_SUBROUTINES, proofed pages 1175-1189.

PR for part 1: #844 ",3
108,chrislgarry/Apollo-11,taismassaro,Proof CONIC_SUBROUTINES (pages 1159-1174)  #571,"Part 1 of 3 of CONIC_SUBROUTINES, proofed pages 1159-1174.
",16
109,chrislgarry/Apollo-11,crhaugen,Proof P34-35_P74-75 #615 (pg: 0692-0702),"Scans proofed: (0692-0702)

I wasn't sure about spacing in some of the comments, didn't see anything about it in the guidelines, I tried to match the scans as much as I could. 

Also did the change of two dashes to one dash. 


Let me know if you want me to change anything.
",10
110,chrislgarry/Apollo-11,crhaugen,Proof P34-35_P74-75 #615 (pg: 0680-0691),"Scans proofed: (0680-0691)

Same thing about the dashes: Use of 2 dashes ""--"" was used throughout, and the scans looked like only one dash ""-"" was used.

I wasn't sure about spacing in the comments, didn't see anything about it in the guidelines, I tried to match the scans as much as I could. 

Let me know if you want me to change anything.
",9
111,chrislgarry/Apollo-11,serialhex,"Proof P51-P53 pages 976-983, continuation of issue #617","This is the last PR for issue #617, pages 976-983. Everything is done and ready to be merged!
",1
112,chrislgarry/Apollo-11,serialhex,"Proof P51-P53 pages 966-975, continuation of issue #617","Continuing to proof P51-P53.  One more section to go!
",1
113,chrislgarry/Apollo-11,lewisjb,Proof ANGLFIND (pages 405-409),Some whitespace changes and an incorrect character,1
114,chrislgarry/Apollo-11,lewisjb,Proof ANGLFIND (pages 399-404),"Proofed pages 399-404, only found an issue on page 401 to do with whitespace and an added bracket",1
115,chrislgarry/Apollo-11,dimitraz,Proof T4RUPT_PROGRAM #642 (pages 172-189),"Minor changes, mainly a few small typos in the comments

Issue link: LINK
First PR: LINK
",1
116,chrislgarry/Apollo-11,dimitraz,Proof T4RUPT_PROGRAM #642 (pages 155-171),"Minor changes, mainly a few typos in the comments

Issue link: LINK
Second PR: LINK",1
117,chrislgarry/Apollo-11,crhaugen,Proof P34-35_P74-75 #615 (pg: 0668-0679),"Scans checked: (06680-0679)

minor changes here,  mostly just spacing in the comments.

Let me know if you want me to change anything. ",9
118,chrislgarry/Apollo-11,crhaugen,Proof P34-35_P74-75 #615 (pg: 0658-0667),"Scans proofed: (0658-0667)

Two things I wasn't sure about and I didn't find anything in the guidelines about:

the use of 2 dashes ""--"" was used throughout, and the scans looked like only one dash ""-"" was used:
![image](LINK

using only one dash also makes the words align closer to how they are in the slides, but let me know and I can change them back.

The other thing was this word I'm not sure about: 
![image](LINK

Looks to me more like a 'W' as a typo, and not an 'M' but it's hard to tell. Let me know if you want it as an 'M'
",10
119,chrislgarry/Apollo-11,serialhex,"Proof P51-P53 pages 956-965, continuation of issue #617","This is for pages 956-965. It does not overlap my previous PRs and can be (or should be able to be) merged separately.

Sorry it took me a little longer to get to this, work's been busy.  The rest will be done as soon as I can.",1
120,chrislgarry/Apollo-11,taismassaro,Proof PHASE_TABLE_MAINTENANCE #620,"Fixed typos, mainly with punctuation, and attempted to fix some spacing issues I was able to identify, but was unclear on what to do when comments had an extra space at the beginning. I've seen in some places in the transcript they had an extra tab indentation, so I tried to follow that, but happy to adjust if they should be single spaces.
",8
121,chrislgarry/Apollo-11,adreaskar,docs: Spelling corrections in CONTRIBUTING.gr.md,"Fixed some spelling mistakes on the CONTRIBUTING.gr.md file.
I am a native Greek speaker and propose these changes.
",1
122,chrislgarry/Apollo-11,serialhex," Proof P51-P53 pages 946-955, continuation of issue #617",This is for pages 946-955. It does not overlap my previous PRs and can be (or should be able to be) merged separately.,1
123,chrislgarry/Apollo-11,serialhex,"Proof P51-P53 pages 936-945, continuation of issue #617",This is for pages 936-945.  It does not overlap my previous PR and can be (or should be able to be) merged separately.,2
124,chrislgarry/Apollo-11,serialhex, Proof P51-P53 #617 ,"I proofed pages 926-365, because of the comment ""Multiple PRs for 10-20 pages at a time are recommended!""  I will be making more PR's to finish out the proofing.

Please let me know of any comments you may have for this, it's mostly whitespace/hyphen shuffling, but that's what a lot of this proofing stuff seems to be.

...also intentionally misspelling words... that too 😛 ",2
125,chrislgarry/Apollo-11,byt3h3ad,Proof P20-P25 (pages 492 through 501) #612,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
126,chrislgarry/Apollo-11,keunyop,docs: Spelling corrections in Korean README,Spelling Correction,1
127,chrislgarry/Apollo-11,KanegaeGabriel,Proof SPS_BACK-UP_RCS_CONTROL #639,"This is done as a follow-up to #675, closing #639.

All pages re-checked, @wopian [comments](LINK addressed.",1
128,chrislgarry/Apollo-11,byt3h3ad,Proof Luminary099/AOSTASK_AND_AOSJOB.agc ,"proof read page 1485 through 1488
ref: LINK
LINK
LINK
LINK

<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
129,chrislgarry/Apollo-11,carolili,Proof KEYRUPT_UPRUPT #600 ,"* Fix typo UPCK -> UPOK
* Page 1339
* Ref. LINK

",1
130,chrislgarry/Apollo-11,dhivyasreedhar,Proof TJET.LAW #648,"

Proof read transcribed code of TJET_LAW against scans
Fixed Issue #648 
Lines: 519
Page: 1460—1469 (9)
",1
131,chrislgarry/Apollo-11,burlakvo,Add Russian CONTRIBUTING,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",3
132,chrislgarry/Apollo-11,ShadowMitia,Proof P20-P25.agc (Pages 562-569) #231,"These are the first 7 pages of the Commanche055/P20-P25.agc.

Corresponds to section ""RENDEZVOUS NAVIGATION PROGRAM 20"".

Issue #231 
",1
133,chrislgarry/Apollo-11,Z1EMN1AK,Update README.pl.md,"Better polish transcription

<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
134,chrislgarry/Apollo-11,Larkooo,Improved french translation of readme,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
135,chrislgarry/Apollo-11,Larkooo,Improved french translation of the contributing md file,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
136,chrislgarry/Apollo-11,andrewrump,Add Danish README & CONTRIBUTION,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",4
137,chrislgarry/Apollo-11,Naigma,Added galician CONTRIBUTING and README files,"Added the CONTRIBUTING and README files in galician, updated the other .md to include galician on their lists.",11
138,chrislgarry/Apollo-11,eltociear,Fix some CONTRIBUTING.md,"Fixed below.
* `Github` -> `GitHub`
* Document format",1
139,chrislgarry/Apollo-11,daniel-pro,Updated CONTRIBUTING.it.md,"Rephrased some sentences and corrected some typos here and there.

<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",2
140,chrislgarry/Apollo-11,sidemt,Proof LUNAR_LANDING_GUIDANCE_EQUATIONS (Page 803-812) #606,"Part 2 of the proofreading PR for issue #606
Checked pages 803 - 812

Notes:
(1)
I'm not sure if the markers at the following parts should be `_` or `-`
[Page 803]
L 285, 290 (R0218, R0223 in the original image)
[Page 804]
L 368, 372 (0288, 0292 in the original image)
[Page 805, 806]
L423-441 (R0338-R0346 in the original image)
[Page 808]
L545-555 (R0438-R0446 in the original image)


(2)
At the beginning of Page 806 there is a comment saying:
> Page 806 actually starts one line earlier but that would separate the markers from their variables

So I did not change this.",1
141,chrislgarry/Apollo-11,eltociear,update CONTRIBUTING.ja.md,"contents updated.

ref:
LINK

<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
142,chrislgarry/Apollo-11,FOMILET,创造;;;;,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",1
143,chrislgarry/Apollo-11,hyperbolic2346,Proof P61-P67 Commache055 #238,"Proofed P61-P67, which are pages 0789-0818 in Comanche055.

Fixes #238 
",1
144,chrislgarry/Apollo-11,ngsctt,Proof ASSEMBLY_AND_OPERATION_INFORMATION #568 (PR 2/2),"PR 2 of 2, resolves #568, covering pages 0013–0027.

I've aligned each of the columns and commented out blank lines as with #790.

### Key problems:
- A lot of commas printed poorly in this set of pages, and I've had to occasionally had to rely on context to figure it out, especially [page 23](LINK (R0836 and R0868), [page 26](LINK (R0937 R0945), [page 27](LINK (R0967).
- There were also some extremely poorly printed `O`s, some of which could possibly be mistyped `D`s (including on [page 15](LINK at R0612 and R0576).
- It looks like `V41N72` was misspelt as `V4IN72` on [page 23](LINK at R0851, so I've (un)corrected the code to match.",15
145,chrislgarry/Apollo-11,HeroicHitesh,PROOF AOSTASK_AND_AOSJOB #565 Pages 1496-1506,"Fixes #565

~~The remaining work is already done by @hyperbolic2346 in #798.~~

Made new commit to complete remaining work.",3
146,chrislgarry/Apollo-11,dmahely,Proof PINBALL_NOUN_TABLES #622,Pages checked: 311-319,3
147,chrislgarry/Apollo-11,dmahely,Proof PINBALL_NOUN_TABLES #622,"Pages checked: 301-310
",3
148,chrislgarry/Apollo-11,hyperbolic2346,PROOF AOSTASK_AND_AODJOB #565,"Putting this single fix in to get out of the way for @HeroicHitesh, who is going to work on this issue.

Sorry about that.

Partially fixes #565 ",1
149,chrislgarry/Apollo-11,hyperbolic2346,Proof IMU_MODE_SWITCHING_ROUTINES #588,"Proofed pages 1324-1337

Unsure about some of the changes. I fixed some issued with the original printout like no spaces after a period. Unsure if we want to save those for posterity or fix them.

Partially fixes #588 ",2
150,chrislgarry/Apollo-11,hyperbolic2346,Proof IMU_MODE_SWITCHING_ROUTINES #588,"This is for proofing pages 1309-1323. Only a hyphenation issue found.

Partially fixes #588 ",1
151,chrislgarry/Apollo-11,r-sreesaran,Proof WAITLIST #651,"Hi @wopian, can you please review this PR.

I had checked all the pages for issues in comments and changed it as per images 
",1
152,chrislgarry/Apollo-11,Sudhish2607,Proof ATTITUDE_MANEUVER_ROUTINE #569 (PR 2/2),"Hi @wopian, can you please review this PR.

I've broken down the issue #569 into following 2 parts:
1. [Part 1: PR#792](LINK
2. Part 2: this PR

Considered below rules while Proofreading:
- [spaces](LINK
- [comments](LINK
- [typographic-errors](LINK
- [line-breaks](LINK

Fixes:
- Space and Indentation(I ensured that the indentation in comments exactly matches the scan)
- Typographical errors (changed back to the words/ characters in the scan)
- Line breaks (matches the scan)
 
Pages: 0353-0363",10
153,chrislgarry/Apollo-11,ishaterdal,Proof INTEGRATION_INITIALIZATION #593 Pages 1216-1226,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",3
154,chrislgarry/Apollo-11,Sudhish2607,Proof ATTITUDE_MANEUVER_ROUTINE #569 (PR 1/2),"Hi @wopian, can you please review this PR.

I've broken down the issue #569 into following 2 parts:
1. Part 1: this PR
2. [Part 2: PR#794](LINK

Considered below rules while Proofreading:
- [spaces](LINK
- [comments](LINK
- [typographic-errors](LINK
- [line-breaks](LINK

Fixes:
- Space and Indentation(I ensured that the indentation in comments exactly matches the scan)
- Typographical errors (changed back to the words/ characters in the scan)
- Line breaks (matches the scan)
 
Pages: 0342-0352",11
155,chrislgarry/Apollo-11,CxrlosKenobi,docs: add Assamese to language list,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",15
156,chrislgarry/Apollo-11,ngsctt,Proof ASSEMBLY_AND_OPERATION_INFORMATION #568 (PR 1/2),"PR 1 of 2, partially resolves #568, covering pages 0001–0012.

I've aligned each of the columns *precisely* with the source, since it's all a long comment.

There's a `D` on [page 5](LINK at [R0122](LINK (L176 in the PR) which looks a lot like an `O`. I've left it as a `D` because it's not clear that it's a typo in the source, rather than a poorly-printed `D`.

### Corrections made:

- [Page 1](LINK
    - Remove empty line between page number and content
    - Comment out blank line (L30) after R00002; add missing blank line
    - R000025 (L32) realign whitespace
    - R00003 (L33) realign whitespace
    - R000035 (L34) realign whitespace
    - Comment out blank line (L35) after R000035; add missing blank line
    - R00005 (L38) replace comma not in scan with space; remove comma not in scan; remove space not in scan
    - Comment out blank line (L40) after R00006; add missing blank line
    - R00007 (L42) realign whitespace
- [Page 2](LINK
    - Remove empty line between page number and content
    - Add missing blank line (L46) after R0001
    - R0002–R0008 (L47–52) remove indent not in scan
    - Comment out blank line (L53) after R0008; add missing blank line
    - R0010–R0048 (L56-94) realign whitespace
- [Page 3](LINK
    - R0060 (L107) remove extra hyphen
    - R0049–R0098 (L96–145) realign whitespace
- [Page 4](LINK
    - R0099–R0102 (L147–150) realign whitespace
    - Add second blank line (L152) after R0102
    - R0107 (L157) (un)correct `AVAILABILITY` → `AVAILABLITY`
    - R0103–R0112 (L153–162) realign whitespace
- [Page 5](LINK
    - P0113 (L165) realign whitespace
    - Comment out empty line (L166) after P0113
    - Comment out empty line (L168) after R0114
    - R0115–R0122 (L169–176) realign whitespace
    - R0126–R0132 (L180–186) realign whitespace
    - R0139 (L193) remove comma not in scan
    - R0136–R0140 (L190–194) realign whitespace
    - R0142 (L196) realign whitespace
    - R0145–R0152 (L199–206) realign whitespace
- [Page 6](LINK
    - Comment out empty line (L212) after P0155
    - R0156–R0160 (L213–217) realign whitespace
    - R0163–R0166 (L220–223) realign whitespace
    - R0168–R0174 (L225–231) realign whitespace
    - R0176 (L233) correct `POSITON` → `POSITION`
    - R0180 (L237) remove period not in scan
    - R0176–R0183 (L233–240) realign whitespace
    - R0187 (L244) add missing space
    - R0192 (L249) remove period not in scan
    - R0185–R0199 (L242–256) realign whitespace
    - R0201 (L258) realign whitespace
- [Page 7](LINK
    - R0205–R0209(L263–267) realign whitespace
    - R0212 (L270) correct `P00` to `POO`, based on scan and 497515d
    - R0211–R0213 (L269–271) realign whitespace
    - R0215 (L273) realign whitespace
- [Page 8](LINK
    - Remove empty line (L282) after R0221 not in scan
    - Comment out empty line (L284) after R0223
    - Add empty line (L286) after R0224
    - R0224–R0273 (L285–325) realign whitespace
    - R0227–R0231 (L288–292) capitalize `x`s
    - R0240–R0244 (L301–302) capitalize `x`s
    - R0247–R0252 (L306–309) capitalize `x`s
    - R0256–R0260 (L313–315) capitalize `x`s
    - R0262 (L317) capitalize `x`s
    - R0264–R0267 (L319–321) capitalize `x`s
    - R0269–R0273 (L323–325) capitalize `x`s
- [Page 9](LINK
    - R0274–R0317 (L327–356) realign whitespace
    - R0274 (L327) capitalize `x`s
    - R0277 (L330) capitalize `x`s
    - R0282–R0316 (L335–355) capitalize `x`s
- [Page 10](LINK
    - Add blank line (L360) after P0318
    - R0320–R0383 (L361–408) realign whitespace; capitalize `x`s
- [Page 11](LINK
    - R0433 (L449) remove restriction not in scan
    - R0384–R0441 (L410–456) realign whitespace; capitalize `x`s
- [Page 12](LINK
    - R0475 (L484) remove space not in scan
    - R0443–R04771 (L458–486) realign whitespace; capitalize `x`s",12
157,chrislgarry/Apollo-11,murtazahatim,Proof Q_R-AXIS_RCS_AUTOPILOT #625 #1451-1459,"Closes #625 Proofed Pages 1451-1459 (2nd Half of file)
<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",3
158,chrislgarry/Apollo-11,murtazahatim,Proof Q_R-AXIS_RCS_AUTOPILOT #625 #1442-1450,"#625 Proofed Pages 1442-1450 (50% of file)
<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->",4
159,chrislgarry/Apollo-11,ishaterdal,Proof INTEGRATION_INITIALIZATION #593 Page #1205-1215,"<!-- Proofing PRs:
1. Title should follow ""Proof [FILE NAME] #[PROOF ISSUE]"", e.g:
    ""Proof ALARM_AND_ABORT #564""
2. Mention pages checked if you have not proofed the entire file

--><!-- New README/CONTRIBUTING PRs:
1. Title should follow ""Add [LANGUAGE] [README|CONTRIBUTING]"", e.g:
    ""Add Dutch README""
-->
",6
160,chrislgarry/Apollo-11,billypoke,Proof BURN_BABY_BURN--MASTER_IGNITION_ROUTINE #570,"Closes #570 

Wasn't sure what should be done with the anecdote that occurs on lines 34-44 in the converted source code but not in the scans. This was very interesting to proof, very cool project as well. 😄 
",1
161,chrislgarry/Apollo-11,ngsctt,Proof P32-P35_P72-P75 #614 (PR 2/2),"PR 2 of 2, resolves #614, covering pages 0632–0650

I've treated indentation and empty lines within comment blocks the same as in #782.

The only major concerns were:

1. At [5513](LINK ([page 633](LINK it looks like `RA1` has been misspelt in the comment as `RAI`. I've corrected it, but I'm not completely 100% confident the character is a letter `I` instead of a poorly-printed digit `1`
2. At [5769](LINK and [5783](LINK  (both on [page 638](LINK the code has a (subroutine?) named `K10RK2`, however looking at both places in the scan, I'm pretty confident it's the letter `O` and not the digit `0`. I've corrected it to be `K1ORK2` in both places.

### Corrections made

- [Page 632](LINK
    - P5000 (L645) replace `*`s with `.`s; add spaces to match alignment in scan
    - 5417 (L672) remove space not in scan
    - 5419 (L676) add spaces to match alignment in scan; remove extra hyphen
    - 5420 (L678) add spaces to match alignment in scan
    - 5422 (L682) add spaces to match alignment in scan
    - 5423 (L684) remove extra hyphen
    - 5424 (L686) add spaces to match alignment in scan
    - 5502 (L694) (un)correct `INDICATOR` → `INDICATR`
- [Page 633](LINK
    - 5504 (L697) remove comma not in scan
    - 5505 (L698) remove comma, remove space not in scan
    - **5513 (L706) (un)correct `RA1` → `RAI`**; realign whitespace in comment
    - 5515 (L708) realign whitespace in comment
    - 5518 (L711) realign whitespace in comment
    - 5520 (L713) realign whitespace in comment
    - 5523 (L716) realign whitespace in comment
    - 5525 (L718) realign whitespace in comment
    - 5528 (L721) realign whitespace in comment
    - 5529 (L722) realign whitespace in comment
    - 5530 (L723) remove tab not reflected in scan
    - 5531 (L724) realign whitespace in comment
    - 5536 (L729) realign whitespace in comment
    - 5538 (L731) realign whitespace in comment
- [Page 634](LINK
    - 5577 (L771) remove space in comment not in scan
- [Page 635](LINK
    - 5610 (L810) realign whitespace in comment
    - 5614 (L814) correct `B38` → `B36`; realign whitespace in comment
    - 5625 (L825) realign whitespace in comment
    - 5632 (L832) correct `B-14` → `B-45`; realign whitespace in comment
    - 5641 (L841) realign whitespace in comment
    - 5643 (L843) remove space in comment not in scan; realign whitespace in comment
- [Page 636](LINK — no discrepancies found
- [Page 637](LINK
    - 5744 (L937) remove space in comment not in scan
    - 5747 (L940) remove spaces in comment not in scan; realign whitespace in comment
    - 5749 (L942) realign whitespace in comment
    - 5750 (L943) realign whitespace in comment
    - 5751 (L944) realign whitespace in comment
    - 5753 (L946) realign whitespace in comment
    - 5754 (L947) realign whitespace in comment
    - 5755 (L948) remove spaces in comment not in scan; realign whitespace in comment
    - 5756 (L949) realign whitespace in comment
- [Page 638](LINK
    - 5757 (L951) realign whitespace in comment
    - 5759 (L953) realign whitespace in comment
    - 5762 (L956) remove spaces in comment not in scan
    - 5764 (L958) remove spaces in comment not in scan; realign whitespace in comment
    - 5766 (L960) realign whitespace in comment
    - 5767 (L961) remove spaces in comment not in scan; realign whitespace in comment
    - **5769 (L963) correct `K10RK2` → `K1ORK2` in code**
    - **5783 (L977) correct `K10RK2` → `K1ORK2` in code**; realign whitespace in comment
    - 5785 (L979) remove space in comment not in scan
    - 5786 (L980) realign whitespace in comment
    - 5787 (L981) realign whitespace in comment
    - 5788 (L982) remove space in comment not in scan
    - 5797 (L991) remove spaces in comment not in scan
    - 5801 (L995) remove spaces in comment not in scan; realign whitespace in comment
    - 5803 (L997) move comment up from line below; realign whitespace
    - 5805 (L999) move comment up from line below; realign whitespace
- [Page 639](LINK
    - 5807 (L1002) realign whitespace in comment
    - 5812 (L1007) realign whitespace in comment
    - 5813 (L1008) remove spaces in comment not in scan; realign whitespace in comment
    - 5814 (L1009) realign whitespace in comment
    - 5816 (L1011) realign whitespace in comment
    - 5817 (L1012) remove spaces in comment not in scan
    - 5822 (L1017) realign whitespace in comment
    - 5825 (L1020) realign whitespace in comment
    - 5828 (L1023) realign whitespace in comment
    - 5829 (L1024) realign whitespace in comment
- [Page 640](LINK
    - 5892 (L1088) move comment down from line above
- [Page 641](LINK
    - 5914 (L1111) remove space in code not in scan
    - 5920 (L1117) remove space in code not in scan
- [Page 642](LINK
    - P6000 (L1154) replace `*`s with `.`s; add spaces to match alignment in scan
    - Add empty line (L1157) after R6050
- [Page 643](LINK
    - P6200 (L1191) replace `*`s with `.`s; add spaces to match alignment in scan
- [Page 644](LINK
    - P7000 (L1203) replace `*`s with `.`s; add space to match alignment in scan
- [Page 645](LINK
    - P7400 (L1221) replace `*`s with `.`s; add space to match alignment in scan
    - Add empty line (L1224) after R7450
- [Page 646](LINK
    - P7800 (L1245) replace `*`s with `.`s; add space to match alignment in scan
- [Page 647](LINK
    - P8000 (L1260) replace `*`s with `.`s; add spaces to match alignment in scan
    - Add empty line (L1263) after R8050
- [Page 648](LINK
    - 8143 (L1312) realign whitespace in comment
    - 8145 (L1314)  realign whitespace in comment
    - 8152 (L1321) remove space in code not in scan
    - 8153 (L1322)  realign whitespace in comment
    - 8155 (L1324)  realign whitespace in comment
    - 8156 (L1325)  realign whitespace in comment
    - 8157 (L1326)  realign whitespace in comment
    - 8161 (L1330)  realign whitespace in comment
    - 8162 (L1331)  realign whitespace in comment
    - 8166 (L1335)  realign whitespace in comment
    - 8167 (L1336)  realign whitespace in comment
    - 8168 (L1337)  remove space in code not in scan
    - 8169 (L1338)  realign whitespace in comment
    - 8175 (L1344) remove space in code not in scan
    - 8176 (L1345) realign whitespace in comment
    - 8179 (L1348) realign whitespace in comment
- [Page 649](LINK
    - 8199 (L1362) remove extra hyphen in comment
- [Page 650](LINK
    - P8201 (L1366) replace `*`s with `.`s; add spaces to match alignment in scan
    - Add empty line (L1369) after R8202
    - R8203 (L1370) realign whitespace
    - R8204 (L1371) realign whitespace",18
